power,mode,temp,fan,bits,raw
1,-9999,-9999,-9999,643,"[472, 354, 406, 430, 406, 432, 406, 432, 404, 430, 406, 25508, 3562, 1720, 406, 1324, 404, 432, 406, 432, 404, 432, 404, 1324, 404, 430, 406, 430, 404, 432, 404, 432, 404, 1322, 406, 432, 404, 1324, 404, 1324, 406, 430, 404, 1324, 406, 1324, 406, 1324, 406, 1322, 406, 1324, 406, 432, 404, 430, 404, 1324, 404, 432, 404, 432, 404, 432, 406, 432, 404, 430, 406, 432, 404, 430, 406, 432, 404, 430, 406, 430, 406, 430, 406, 1324, 406, 430, 406, 430, 406, 432, 404, 430, 406, 432, 404, 432, 404, 432, 406, 432, 404, 430, 406, 432, 406, 430, 404, 432, 406, 430, 406, 442, 470, 366, 470, 366, 472, 366, 470, 366, 474, 362, 472, 364, 470, 366, 470, 366, 472, 364, 472, 366, 470, 366, 470, 366, 470, 366, 470, 366, 470, 366, 470, 366, 470, 366, 470, 366, 500, 336, 470, 366, 472, 364, 470, 366, 498, 338, 496, 340, 470, 366, 470, 366, 472, 366, 498, 338, 500, 336, 502, 334, 498, 338, 498, 340, 472, 362, 500, 336, 474, 362, 498, 338, 498, 340, 496, 338, 472, 364, 498, 338, 490, 348, 496, 340, 494, 342, 498, 338, 494, 342, 494, 340, 470, 366, 498, 338, 470, 366, 494, 342, 468, 370, 468, 368, 468, 1260, 494, 342, 468, 368, 492, 346, 466, 368, 468, 368, 468, 368, 496, 340, 468, 370, 466, 370, 466, 370, 464, 372, 462, 376, 458, 378, 456, 380, 454, 382, 454, 382, 456, 380, 454, 382, 428, 410, 424, 412, 426, 412, 426, 410, 450, 406, 404, 432, 402, 434, 402, 434, 404, 432, 402, 436, 398, 438, 398, 438, 398, 438, 398, 438, 398, 438, 396, 440, 396, 440, 396, 440, 396, 440, 394, 442, 394, 442, 394, 442, 394, 444, 392, 444, 392, 446, 390, 470, 364, 472, 364, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 362, 474, 362, 1368, 366, 470, 362, 474, 362, 1368, 362, 474, 362, 476, 360, 35148, 3742, 1774, 362, 1368, 362, 474, 360, 476, 362, 474, 362, 1366, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1368, 362, 474, 338, 1390, 362, 1366, 362, 474, 362, 1368, 362, 1368, 362, 1366, 362, 1368, 362, 1368, 360, 476, 360, 476, 362, 1366, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 478, 358, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1368, 362, 474, 362, 474, 362, 1368, 362, 1368, 360, 1368, 364, 472, 362, 474, 362, 474, 362, 474, 362, 1368, 360, 474, 362, 1366, 362, 1368, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1368, 360, 476, 362, 1368, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 360, 476, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 1366, 362, 1368, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 360, 476, 362, 474, 362, 474, 362, 1368, 362, 1366, 362, 476, 360, 476, 360, 476, 360, 476, 362, 474, 362, 474, 362, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 362, 474, 360, 476, 360, 476, 360, 476, 360, 476, 362, 1368, 358, 1394, 336, 500, 336, 502, 336, 500, 336, 500, 336, 1394, 336, 1392, 336, 500, 336, 500, 336, 500, 336, 502, 334, 502, 336, 500, 336, 502, 334, 502, 336, 500, 312, 524, 336, 500, 312, 524, 312, 524, 312, 526, 312, 524, 312, 524, 312, 524, 312, 524, 312, 526, 312, 1442, 286, 526, 310, 550, 288, 1442, 286, 550, 288]"
0,-9999,-9999,-9999,643,"[434, 390, 406, 432, 404, 430, 406, 432, 404, 432, 406, 25508, 3586, 1694, 404, 1324, 406, 432, 406, 432, 404, 430, 406, 1324, 404, 432, 404, 432, 406, 430, 406, 430, 406, 1324, 406, 430, 406, 1324, 406, 1324, 406, 432, 404, 1324, 406, 1324, 406, 1322, 406, 1324, 406, 1324, 406, 430, 406, 432, 404, 1324, 406, 432, 404, 432, 404, 432, 404, 432, 404, 432, 404, 432, 404, 432, 406, 430, 406, 432, 404, 432, 404, 432, 406, 1324, 406, 432, 404, 430, 406, 430, 406, 430, 406, 430, 406, 430, 406, 430, 406, 430, 406, 430, 406, 430, 406, 432, 404, 432, 406, 430, 406, 430, 406, 430, 406, 444, 472, 362, 472, 364, 472, 364, 496, 338, 472, 366, 502, 334, 496, 340, 472, 364, 470, 366, 474, 364, 500, 336, 500, 336, 500, 338, 498, 336, 500, 338, 498, 338, 498, 338, 498, 338, 474, 364, 498, 336, 498, 338, 498, 340, 496, 340, 496, 340, 494, 342, 494, 340, 494, 342, 492, 344, 468, 368, 494, 342, 496, 340, 494, 342, 468, 368, 494, 342, 466, 370, 468, 368, 494, 342, 468, 370, 468, 368, 492, 344, 492, 344, 468, 368, 466, 370, 466, 370, 468, 368, 466, 1264, 464, 372, 464, 372, 462, 374, 462, 374, 462, 374, 462, 374, 462, 376, 460, 376, 460, 376, 460, 376, 460, 378, 458, 378, 454, 382, 456, 382, 456, 380, 454, 382, 456, 380, 454, 382, 426, 410, 424, 412, 426, 410, 444, 414, 424, 412, 402, 434, 398, 438, 402, 434, 404, 432, 402, 434, 398, 438, 398, 438, 398, 438, 398, 436, 400, 436, 398, 440, 396, 440, 396, 440, 396, 440, 396, 442, 394, 442, 394, 442, 392, 444, 392, 446, 392, 446, 388, 470, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 362, 474, 362, 474, 362, 476, 360, 476, 362, 474, 360, 476, 362, 1368, 360, 476, 360, 1368, 360, 476, 362, 476, 360, 1368, 360, 35154, 3482, 1746, 362, 1366, 362, 474, 362, 474, 362, 474, 362, 1366, 362, 474, 362, 474, 362, 474, 364, 472, 362, 1366, 362, 474, 362, 1366, 362, 1368, 362, 474, 362, 1366, 362, 1366, 362, 1368, 362, 1366, 362, 1366, 362, 474, 362, 474, 362, 1366, 364, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 364, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 364, 474, 362, 474, 362, 474, 362, 474, 362, 474, 364, 474, 362, 474, 362, 474, 362, 1366, 364, 1366, 362, 1366, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1366, 362, 1366, 362, 472, 364, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 472, 364, 474, 362, 474, 362, 1378, 360, 1368, 360, 1368, 362, 1368, 364, 472, 362, 1368, 362, 474, 360, 1368, 360, 476, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 338, 498, 362, 474, 362, 476, 360, 474, 362, 476, 362, 474, 360, 476, 362, 474, 362, 476, 360, 474, 362, 1368, 360, 1368, 362, 476, 360, 476, 360, 476, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 360, 476, 362, 1368, 362, 1368, 360, 476, 362, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 478, 360, 476, 360, 476, 360, 476, 360, 478, 358, 478, 358, 500, 336, 502, 336, 500, 336, 500, 336, 1394, 336, 1394, 336, 500, 334, 502, 334, 502, 334, 502, 334, 1394, 334, 1394, 312, 524, 312, 524, 312, 524, 312, 524, 312, 524, 312, 526, 312, 524, 312, 524, 312, 524, 312, 526, 312, 524, 312, 526, 310, 550, 286, 550, 288, 550, 286, 550, 286, 550, 286, 1442, 286, 550, 286, 550, 286, 1442, 286, 550, 286, 1444, 284, 576, 260]"
1,0,18,2,643,"[468, 360, 406, 430, 406, 430, 406, 430, 406, 432, 406, 25508, 3562, 1718, 406, 1324, 404, 430, 406, 432, 404, 432, 406, 1324, 404, 432, 404, 432, 406, 430, 406, 430, 406, 1324, 406, 430, 406, 1324, 406, 1324, 404, 432, 404, 1324, 404, 1324, 406, 1322, 406, 1324, 406, 1324, 406, 430, 406, 432, 404, 1324, 406, 430, 406, 432, 406, 430, 406, 430, 406, 432, 406, 430, 406, 430, 406, 430, 406, 430, 406, 430, 404, 432, 406, 1324, 404, 430, 406, 430, 406, 430, 406, 432, 404, 432, 404, 432, 404, 432, 404, 432, 404, 432, 404, 430, 406, 430, 406, 430, 406, 432, 406, 430, 406, 444, 468, 364, 468, 368, 470, 366, 470, 366, 498, 338, 470, 368, 470, 366, 470, 364, 470, 366, 470, 366, 466, 370, 472, 364, 474, 362, 472, 364, 470, 366, 470, 366, 502, 334, 470, 366, 474, 362, 474, 362, 470, 366, 470, 366, 472, 364, 472, 364, 470, 366, 470, 366, 472, 366, 470, 366, 474, 362, 472, 366, 470, 366, 498, 338, 470, 366, 498, 338, 500, 336, 476, 360, 502, 334, 500, 338, 498, 338, 500, 336, 474, 362, 498, 338, 498, 338, 498, 338, 496, 338, 498, 338, 496, 342, 500, 336, 470, 364, 496, 340, 496, 340, 494, 1234, 472, 366, 492, 344, 468, 368, 468, 368, 468, 368, 492, 344, 468, 368, 468, 368, 470, 366, 468, 368, 470, 368, 492, 344, 464, 372, 462, 376, 460, 376, 458, 378, 454, 382, 454, 382, 456, 380, 456, 380, 454, 382, 428, 410, 426, 410, 426, 410, 450, 408, 428, 406, 402, 434, 400, 436, 402, 434, 428, 410, 400, 436, 398, 438, 398, 438, 398, 438, 398, 438, 398, 438, 396, 440, 396, 440, 396, 440, 396, 440, 396, 442, 394, 442, 394, 442, 392, 444, 392, 444, 392, 446, 388, 470, 364, 472, 364, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1366, 362, 476, 360, 476, 362, 1368, 362, 474, 362, 474, 362, 35152, 3482, 1746, 362, 1366, 364, 474, 362, 472, 364, 474, 364, 1366, 362, 474, 362, 474, 362, 474, 364, 472, 364, 1366, 368, 468, 362, 1366, 364, 1366, 364, 472, 364, 1366, 364, 1366, 362, 1366, 364, 1366, 364, 1366, 364, 472, 364, 472, 364, 1366, 364, 472, 364, 474, 362, 474, 362, 474, 364, 472, 362, 474, 362, 474, 364, 474, 362, 474, 362, 474, 364, 472, 364, 472, 364, 472, 364, 474, 362, 472, 364, 472, 364, 472, 362, 474, 362, 1366, 362, 474, 362, 474, 364, 1366, 362, 1366, 364, 1366, 362, 474, 362, 474, 364, 474, 362, 472, 364, 1366, 364, 472, 364, 474, 362, 1366, 364, 472, 364, 474, 362, 474, 362, 474, 364, 472, 364, 472, 364, 474, 362, 474, 362, 474, 362, 484, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1368, 362, 474, 362, 1368, 360, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 362, 474, 362, 476, 360, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1366, 362, 1366, 362, 474, 362, 474, 360, 476, 362, 476, 360, 476, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1368, 348, 1380, 362, 474, 362, 474, 360, 476, 360, 476, 362, 474, 362, 474, 362, 476, 360, 476, 360, 476, 362, 474, 362, 474, 360, 476, 360, 476, 362, 474, 360, 476, 360, 476, 360, 476, 360, 1370, 358, 1370, 360, 476, 358, 478, 360, 500, 336, 500, 336, 1394, 336, 1394, 336, 500, 336, 500, 336, 502, 334, 502, 334, 502, 336, 500, 336, 500, 334, 502, 334, 502, 334, 502, 318, 518, 312, 524, 312, 524, 312, 524, 312, 524, 310, 524, 312, 524, 312, 526, 312, 524, 312, 1442, 288, 526, 310, 1442, 288, 1442, 288, 1442, 288]"
1,0,18,0,643,"[446, 386, 404, 432, 404, 430, 406, 430, 406, 430, 406, 25508, 3594, 1688, 406, 1324, 406, 430, 406, 432, 404, 430, 406, 1324, 406, 430, 406, 432, 404, 430, 406, 432, 404, 1322, 406, 432, 404, 1324, 406, 1324, 404, 430, 406, 1324, 406, 1324, 406, 1324, 404, 1324, 404, 1324, 406, 430, 406, 432, 406, 1322, 406, 432, 404, 432, 404, 432, 404, 432, 406, 430, 406, 430, 406, 432, 404, 430, 406, 432, 406, 430, 406, 430, 406, 1324, 406, 432, 404, 432, 406, 432, 404, 430, 406, 430, 404, 432, 406, 430, 404, 432, 406, 430, 404, 430, 406, 430, 406, 442, 470, 366, 472, 364, 472, 364, 470, 366, 470, 366, 472, 366, 468, 368, 472, 364, 470, 366, 470, 366, 472, 364, 470, 366, 470, 366, 472, 364, 470, 366, 470, 366, 500, 336, 496, 342, 496, 338, 498, 338, 500, 336, 500, 336, 500, 338, 500, 336, 498, 338, 498, 336, 474, 362, 502, 334, 498, 338, 498, 338, 498, 338, 498, 336, 498, 340, 470, 368, 498, 336, 500, 338, 498, 338, 472, 366, 496, 340, 498, 338, 494, 344, 494, 340, 470, 368, 470, 366, 468, 368, 468, 368, 468, 368, 470, 368, 468, 368, 492, 344, 468, 368, 492, 344, 492, 346, 468, 368, 468, 1260, 468, 368, 468, 370, 490, 344, 466, 370, 464, 372, 464, 372, 464, 374, 460, 376, 460, 376, 460, 376, 458, 378, 454, 382, 456, 380, 456, 382, 456, 380, 452, 384, 426, 410, 424, 412, 426, 412, 450, 406, 428, 408, 402, 434, 400, 436, 404, 434, 404, 432, 400, 436, 398, 438, 398, 438, 398, 438, 400, 436, 398, 440, 396, 440, 398, 438, 396, 440, 396, 440, 394, 442, 396, 442, 394, 442, 392, 444, 392, 444, 392, 468, 366, 470, 364, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1368, 362, 476, 360, 476, 362, 1368, 362, 474, 362, 474, 362, 35154, 3480, 1748, 362, 1366, 362, 474, 362, 474, 362, 472, 364, 1366, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1366, 364, 472, 364, 1366, 362, 1366, 362, 474, 362, 1366, 362, 1366, 362, 1366, 364, 1366, 362, 1366, 362, 474, 364, 474, 362, 1366, 362, 474, 362, 474, 362, 474, 364, 472, 364, 474, 362, 474, 362, 474, 362, 474, 364, 474, 362, 474, 362, 474, 364, 472, 362, 474, 362, 474, 362, 474, 362, 472, 364, 474, 364, 472, 362, 1366, 362, 474, 362, 474, 364, 1366, 362, 1366, 362, 1366, 362, 474, 362, 474, 362, 474, 362, 474, 364, 1366, 362, 474, 362, 474, 362, 1366, 362, 474, 364, 472, 364, 474, 362, 474, 362, 474, 362, 484, 360, 476, 362, 474, 362, 474, 362, 476, 360, 474, 362, 474, 362, 474, 362, 474, 362, 476, 360, 1368, 362, 474, 362, 1368, 362, 474, 362, 476, 360, 474, 362, 476, 362, 474, 362, 474, 362, 474, 362, 476, 360, 476, 360, 476, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 362, 474, 360, 476, 362, 1368, 362, 1366, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 360, 476, 362, 474, 364, 472, 362, 474, 362, 476, 360, 1368, 360, 1368, 362, 474, 362, 474, 360, 476, 362, 474, 362, 474, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 478, 360, 1392, 336, 1394, 336, 500, 336, 504, 334, 500, 336, 500, 336, 1394, 334, 1394, 334, 502, 334, 502, 336, 500, 336, 502, 316, 520, 334, 502, 312, 526, 332, 502, 312, 524, 312, 524, 312, 524, 312, 524, 312, 524, 312, 524, 310, 526, 312, 524, 310, 526, 312, 526, 310, 526, 312, 1442, 286, 1442, 286, 1442, 286, 550, 286, 550, 286]"
1,0,18,1,643,"[470, 362, 406, 432, 404, 432, 404, 432, 404, 432, 406, 25508, 3588, 1692, 406, 1324, 404, 432, 406, 430, 404, 432, 404, 1324, 404, 432, 406, 430, 406, 432, 404, 430, 406, 1324, 406, 430, 406, 1324, 406, 1324, 404, 430, 406, 1322, 406, 1324, 404, 1324, 406, 1322, 406, 1324, 406, 430, 404, 432, 404, 1324, 406, 430, 404, 432, 406, 432, 404, 430, 406, 430, 406, 432, 404, 432, 406, 430, 406, 430, 404, 432, 406, 432, 404, 1324, 404, 430, 406, 432, 404, 432, 406, 430, 406, 430, 406, 430, 406, 430, 406, 430, 406, 444, 470, 364, 468, 368, 472, 364, 472, 364, 472, 364, 470, 366, 472, 362, 470, 366, 474, 362, 476, 360, 474, 362, 470, 366, 472, 364, 472, 366, 470, 366, 470, 366, 470, 370, 494, 338, 472, 364, 472, 366, 470, 366, 470, 366, 502, 334, 500, 336, 500, 336, 500, 336, 502, 334, 498, 336, 500, 336, 500, 336, 500, 336, 498, 338, 470, 366, 498, 338, 498, 340, 498, 338, 496, 340, 496, 338, 500, 336, 498, 338, 496, 340, 498, 338, 494, 342, 496, 340, 468, 368, 494, 342, 468, 368, 470, 368, 492, 344, 470, 364, 468, 368, 470, 366, 468, 368, 468, 368, 466, 370, 466, 370, 468, 368, 490, 1240, 468, 368, 468, 368, 466, 370, 466, 370, 466, 370, 466, 372, 464, 372, 462, 374, 460, 374, 460, 376, 460, 376, 454, 382, 456, 382, 456, 380, 456, 380, 454, 382, 428, 410, 426, 412, 426, 412, 450, 386, 450, 406, 402, 434, 400, 436, 402, 436, 404, 432, 402, 434, 400, 436, 398, 438, 398, 438, 400, 438, 398, 438, 396, 440, 396, 440, 396, 440, 396, 440, 396, 440, 394, 442, 394, 442, 392, 444, 392, 444, 392, 446, 388, 470, 364, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 364, 1366, 362, 474, 362, 474, 362, 1368, 362, 474, 362, 474, 360, 35148, 3480, 1748, 362, 1366, 364, 474, 362, 472, 364, 474, 362, 1366, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1366, 364, 472, 364, 1366, 362, 1366, 362, 474, 362, 1366, 362, 1366, 362, 1366, 362, 1366, 364, 1366, 362, 474, 362, 474, 364, 1366, 362, 474, 362, 474, 364, 472, 364, 472, 364, 474, 362, 474, 362, 474, 362, 474, 364, 472, 364, 474, 362, 474, 364, 472, 362, 474, 364, 472, 364, 472, 364, 472, 364, 472, 364, 474, 362, 1366, 362, 474, 364, 472, 364, 1366, 362, 1366, 362, 1366, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1366, 362, 476, 360, 474, 364, 1366, 362, 474, 364, 472, 364, 472, 364, 484, 362, 474, 362, 476, 342, 494, 360, 476, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 362, 1368, 362, 1368, 362, 474, 360, 474, 362, 474, 362, 474, 362, 474, 362, 476, 360, 476, 360, 476, 362, 474, 362, 474, 362, 476, 360, 474, 362, 476, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 362, 474, 362, 1368, 360, 1368, 362, 474, 362, 474, 362, 474, 360, 476, 362, 474, 362, 474, 362, 474, 362, 474, 360, 476, 362, 474, 362, 1368, 362, 1366, 362, 474, 362, 476, 354, 482, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 362, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 1392, 336, 1394, 336, 500, 336, 500, 336, 500, 336, 500, 334, 1394, 336, 1394, 334, 502, 336, 500, 336, 500, 336, 502, 336, 500, 336, 500, 336, 500, 336, 502, 312, 524, 312, 524, 312, 526, 310, 526, 310, 526, 312, 524, 312, 526, 312, 524, 312, 526, 310, 526, 312, 524, 310, 1442, 286, 550, 288, 550, 286, 1442, 286, 1442, 288]"
1,0,18,3,643,"[446, 384, 406, 432, 404, 432, 404, 432, 406, 430, 406, 25510, 3590, 1690, 406, 1324, 406, 430, 406, 430, 406, 432, 404, 1324, 404, 432, 404, 432, 406, 430, 404, 432, 406, 1324, 406, 432, 404, 1324, 406, 1324, 404, 430, 406, 1324, 406, 1324, 406, 1324, 406, 1324, 406, 1322, 406, 432, 408, 428, 404, 1324, 406, 432, 406, 430, 404, 432, 406, 430, 406, 430, 406, 430, 406, 432, 404, 432, 406, 430, 406, 430, 406, 432, 404, 1324, 404, 430, 406, 432, 406, 430, 404, 432, 404, 432, 404, 432, 406, 432, 404, 430, 406, 432, 406, 430, 404, 432, 404, 432, 406, 430, 406, 432, 404, 432, 404, 442, 470, 366, 474, 364, 468, 368, 470, 366, 474, 362, 474, 362, 498, 338, 498, 338, 470, 366, 474, 362, 472, 364, 472, 364, 470, 368, 470, 366, 470, 364, 476, 362, 472, 366, 496, 340, 500, 336, 502, 334, 474, 362, 500, 336, 502, 334, 502, 336, 500, 334, 500, 338, 498, 336, 498, 338, 498, 336, 470, 366, 500, 336, 500, 338, 498, 338, 496, 338, 498, 338, 496, 340, 498, 338, 496, 340, 496, 340, 496, 340, 494, 342, 494, 342, 468, 368, 470, 366, 470, 366, 468, 368, 492, 344, 494, 340, 468, 368, 468, 368, 468, 1262, 492, 344, 470, 366, 468, 368, 496, 340, 468, 368, 466, 368, 468, 370, 466, 370, 464, 372, 464, 372, 462, 374, 460, 376, 456, 380, 454, 382, 454, 382, 456, 380, 458, 380, 452, 384, 426, 410, 426, 410, 426, 410, 450, 386, 450, 408, 402, 434, 400, 436, 404, 434, 426, 408, 402, 436, 398, 438, 398, 438, 398, 438, 400, 436, 398, 438, 396, 440, 396, 440, 398, 440, 396, 440, 396, 440, 394, 442, 394, 442, 394, 444, 392, 446, 392, 468, 366, 472, 362, 474, 360, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 1368, 360, 474, 362, 476, 360, 1368, 362, 474, 362, 474, 362, 35146, 3482, 1746, 362, 1366, 362, 474, 364, 472, 364, 472, 364, 1368, 360, 474, 362, 472, 362, 474, 362, 474, 362, 1366, 364, 474, 362, 1366, 362, 1366, 364, 472, 364, 1366, 362, 1366, 364, 1366, 362, 1366, 362, 1366, 362, 474, 364, 472, 362, 1366, 362, 474, 362, 474, 362, 474, 362, 474, 364, 474, 362, 474, 362, 474, 362, 474, 364, 472, 364, 472, 366, 470, 364, 474, 362, 474, 364, 472, 364, 472, 362, 474, 364, 472, 364, 474, 362, 1366, 364, 474, 362, 474, 362, 1366, 362, 1366, 364, 1366, 364, 472, 364, 472, 364, 474, 362, 474, 362, 1366, 364, 472, 364, 474, 364, 1366, 362, 474, 362, 474, 364, 474, 362, 474, 364, 474, 362, 474, 362, 474, 362, 474, 364, 472, 364, 484, 362, 474, 340, 496, 362, 476, 360, 476, 360, 1368, 362, 1366, 338, 1390, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 360, 476, 360, 476, 362, 474, 362, 476, 362, 474, 362, 474, 362, 474, 362, 1368, 362, 1368, 360, 476, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 362, 474, 362, 474, 360, 476, 362, 474, 362, 1368, 362, 1368, 362, 474, 362, 474, 362, 476, 360, 476, 360, 476, 360, 476, 362, 476, 360, 476, 360, 476, 362, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 478, 360, 476, 360, 1394, 336, 1392, 336, 500, 334, 500, 336, 502, 336, 500, 336, 1394, 336, 1394, 336, 500, 336, 502, 334, 500, 336, 502, 334, 502, 336, 500, 312, 524, 318, 520, 312, 524, 312, 526, 310, 524, 312, 526, 312, 524, 312, 524, 312, 524, 312, 524, 312, 524, 312, 550, 286, 526, 310, 1442, 286, 550, 286, 548, 288, 550, 286, 550, 286]"
1,0,19,2,579,"[470, 360, 404, 432, 406, 430, 406, 432, 404, 432, 404, 25508, 3564, 1718, 406, 1324, 406, 430, 406, 430, 406, 432, 404, 1322, 406, 432, 404, 432, 404, 430, 406, 430, 406, 1324, 406, 430, 404, 1324, 404, 1324, 406, 430, 406, 1324, 406, 1322, 406, 1324, 406, 1322, 406, 1322, 406, 432, 404, 432, 406, 1324, 406, 428, 406, 432, 408, 428, 408, 428, 410, 428, 408, 426, 410, 426, 406, 428, 408, 430, 406, 430, 406, 428, 406, 1322, 408, 428, 406, 430, 406, 430, 404, 432, 406, 430, 404, 430, 406, 430, 406, 430, 406, 430, 402, 434, 402, 434, 402, 434, 400, 436, 400, 436, 400, 436, 400, 446, 454, 382, 428, 410, 426, 410, 426, 412, 428, 430, 428, 408, 404, 432, 400, 436, 402, 434, 404, 432, 402, 436, 398, 438, 398, 438, 400, 438, 400, 436, 400, 438, 396, 440, 396, 440, 398, 440, 396, 440, 396, 442, 394, 442, 394, 442, 392, 444, 392, 444, 392, 446, 390, 470, 364, 472, 362, 474, 362, 474, 362, 474, 362, 474, 362, 474, 362, 476, 362, 474, 362, 476, 360, 474, 362, 476, 362, 474, 362, 474, 362, 474, 362, 476, 360, 474, 362, 474, 360, 476, 360, 476, 362, 474, 362, 476, 360, 476, 360, 476, 360, 1368, 360, 476, 360, 476, 362, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 476, 360, 478, 336, 500, 360, 500, 336, 502, 334, 500, 336, 500, 336, 500, 312, 524, 336, 502, 336, 500, 336, 504, 332, 500, 336, 500, 336, 500, 336, 502, 334, 502, 312, 524, 312, 524, 312, 524, 312, 524, 312, 524, 312, 524, 312, 524, 312, 524, 312, 526, 312, 524, 312, 524, 312, 524, 312, 550, 286, 550, 288, 548, 288, 550, 286, 550, 288, 548, 288, 550, 286, 548, 288, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 1468, 260, 576, 260, 576, 260, 1468, 260, 576, 260, 576, 260, 35300, 3330, 1822, 308, 1420, 310, 526, 310, 528, 310, 536, 286, 1444, 284, 576, 260, 550, 286, 550, 286, 550, 286, 1444, 286, 552, 284, 1444, 286, 1444, 286, 550, 286, 1444, 284, 1444, 286, 1444, 286, 1444, 286, 1444, 284, 550, 286, 550, 286, 1444, 284, 550, 286, 552, 284, 550, 286, 550, 284, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 552, 286, 550, 286, 550, 286, 550, 286, 550, 286, 1442, 286, 550, 286, 550, 286, 1444, 286, 1442, 286, 1466, 262, 550, 286, 550, 286, 552, 284, 1444, 286, 1444, 286, 550, 286, 550, 286, 1442, 286, 550, 286, 550, 286, 576, 260, 550, 286, 550, 286, 550, 286, 576, 260, 552, 284, 550, 286, 576, 260, 552, 286, 550, 286, 550, 286, 576, 260, 1468, 260, 552, 286, 1444, 286, 550, 286, 550, 286, 552, 286, 550, 286, 550, 284, 552, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 552, 284, 552, 284, 550, 286, 550, 286, 550, 286, 550, 286, 1442, 286, 1468, 262, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 550, 286, 576, 260, 1468, 262, 1468, 260, 576, 260, 576, 260, 576, 260, 576, 260, 602, 234, 576, 260, 602, 236, 600, 234, 602, 234, 602, 234, 628, 206, 630, 206, 606, 232, 630, 182, 680, 146, 690, 146, 716, 100]"
